,away_team,away_team_errors,away_team_hits,away_team_runs,date,hits_against,runs_against,away_team_win,home,season_hits_for,season_hits_against,season_runs_for,season_runs_against,season_errors,season_wins
1644,Cleveland Indians,0,10,5,8/6/16,6,2,1,0,474,447,244,225,31,30
1645,Boston Red Sox,0,5,0,8/6/16,11,3,0,0,464,387,242,215,23,26
1646,San Francisco Giants,0,5,0,8/7/16,2,1,0,0,512,458,263,238,43,31
1647,Minnesota Twins,0,12,6,8/7/16,8,3,1,0,492,516,267,286,35,21
1648,Atlanta Braves,1,11,6,8/7/16,9,3,1,0,435,456,187,238,27,22
1649,Los Angeles Angels of Anaheim,0,5,1,8/7/16,7,3,0,0,528,514,270,254,34,23
1650,Philadelphia Phillies,1,14,6,8/7/16,5,5,1,0,509,536,243,283,33,26
1651,Cincinnati Reds,0,8,7,8/7/16,6,3,1,0,446,486,223,315,39,18
1652,Chicago Cubs,0,10,3,8/7/16,4,1,1,0,519,400,294,216,36,31
1653,Cleveland Indians,0,8,2,8/7/16,5,3,0,0,484,453,249,227,31,31
1654,Boston Red Sox,3,6,5,8/7/16,9,8,0,0,469,398,242,218,23,26
1655,Toronto Blue Jays,2,6,1,8/7/16,11,7,0,0,445,439,257,206,24,31
1656,Texas Rangers,0,15,5,8/7/16,11,3,1,0,517,504,252,265,36,30
1657,New York Mets,2,5,3,8/7/16,11,1,1,0,458,478,202,198,29,27
1658,Miami Marlins,0,17,10,8/7/16,9,7,1,0,582,496,249,256,32,29
1659,Baltimore Orioles,0,12,10,8/7/16,4,2,1,0,483,466,233,259,29,23
1660,Milwaukee Brewers,3,5,3,8/7/16,12,9,0,0,442,485,206,260,48,19
1661,Tampa Bay Rays,0,9,5,8/8/16,12,7,0,0,441,472,225,235,35,20
1662,Cincinnati Reds,1,8,4,8/8/16,9,5,0,0,454,492,230,318,39,19
1663,Detroit Tigers,0,5,0,8/8/16,7,3,0,0,518,530,257,274,31,28
1664,Baltimore Orioles,0,7,2,8/8/16,7,3,0,0,495,470,243,261,29,24
1665,Houston Astros,1,4,1,8/8/16,11,3,0,0,439,475,233,247,27,23
1666,Atlanta Braves,0,10,4,8/8/16,8,3,1,0,446,465,193,241,28,23
1667,San Francisco Giants,0,18,8,8/8/16,13,7,1,0,517,460,263,239,43,31
1668,Philadelphia Phillies,0,8,4,8/8/16,11,9,0,0,523,541,249,288,34,27
1669,Texas Rangers,0,6,4,8/8/16,8,3,1,0,532,515,257,268,36,31
1670,New York Yankees,0,7,3,8/9/16,9,5,0,0,471,464,210,256,34,24
1671,Cleveland Indians,2,5,3,8/9/16,6,1,1,0,492,458,251,230,31,31
1672,Tampa Bay Rays,0,15,9,8/9/16,6,2,1,0,450,484,230,242,35,20
1673,Cincinnati Reds,0,11,7,8/9/16,9,4,1,0,462,501,234,323,40,19
1674,Detroit Tigers,1,16,5,8/9/16,16,6,0,0,523,537,257,277,31,28
1675,San Diego Padres,2,7,4,8/9/16,10,6,0,0,447,447,252,248,40,21
1676,Baltimore Orioles,0,3,1,8/9/16,6,2,0,0,502,477,245,264,29,24
1677,Arizona Diamondbacks,1,8,5,8/9/16,6,3,1,0,489,475,232,253,41,26
1678,Houston Astros,0,12,7,8/9/16,9,5,1,0,443,486,234,250,28,23
1679,Atlanta Braves,0,6,2,8/9/16,4,1,1,0,456,473,197,244,28,24
1680,San Francisco Giants,0,3,0,8/9/16,4,2,0,0,535,473,271,246,43,32
1681,Philadelphia Phillies,0,9,3,8/9/16,13,9,0,0,531,552,253,297,34,27
1682,Chicago White Sox,1,14,7,8/9/16,10,5,1,0,483,474,220,247,31,24
1683,Texas Rangers,0,11,7,8/9/16,11,5,1,0,538,523,261,271,36,32
1684,Los Angeles Angels of Anaheim,1,3,1,8/9/16,8,5,0,0,533,521,271,257,34,23
1685,Cleveland Indians,0,10,4,8/10/16,11,7,0,0,497,464,254,231,33,32
1686,Tampa Bay Rays,2,5,0,8/10/16,9,7,0,0,465,490,239,244,35,21
1687,Colorado Rockies,1,6,4,8/10/16,9,5,0,0,458,436,233,208,26,27
1688,Cincinnati Reds,0,6,2,8/10/16,9,3,0,0,473,510,241,327,40,20
1689,Detroit Tigers,0,4,1,8/10/16,10,3,0,0,539,553,262,283,32,28
1690,San Diego Padres,0,6,4,8/10/16,2,0,1,0,454,457,256,254,42,21
1691,Baltimore Orioles,0,7,0,8/10/16,4,1,0,0,505,483,246,266,29,24
1692,Arizona Diamondbacks,0,11,3,8/10/16,6,2,1,0,497,481,237,256,42,27
1693,Atlanta Braves,1,9,3,8/10/16,10,4,0,0,462,477,199,245,28,25
1694,San Francisco Giants,0,6,1,8/10/16,5,0,1,0,538,477,271,248,43,32
1695,Philadelphia Phillies,0,7,6,8/10/16,8,2,1,0,540,565,256,306,34,27
1696,Chicago White Sox,1,13,2,8/10/16,12,3,0,0,497,484,227,252,32,25
1697,Los Angeles Angels of Anaheim,1,6,1,8/10/16,7,3,0,0,536,529,272,262,35,23
1698,New York Yankees,0,15,9,8/10/16,9,4,1,0,478,473,213,261,34,24
1699,Colorado Rockies,0,15,12,8/11/16,14,9,1,0,464,445,237,213,27,27
1700,San Diego Padres,0,4,0,8/11/16,9,4,0,0,460,459,260,254,42,22
1701,Baltimore Orioles,0,11,9,8/11/16,10,6,1,0,512,487,246,267,29,24
1702,Arizona Diamondbacks,0,12,9,8/11/16,5,0,1,0,508,487,240,258,42,28
1703,Houston Astros,1,16,10,8/11/16,9,2,1,0,455,495,241,255,28,24
1704,Houston Astros,0,19,15,8/11/16,13,7,1,0,471,504,251,257,29,25
1705,Atlanta Braves,1,9,3,8/11/16,14,11,0,0,471,487,202,249,29,25
1706,Chicago White Sox,1,7,1,8/11/16,4,2,0,0,510,496,229,255,33,25
1707,Los Angeles Angels of Anaheim,2,6,4,8/11/16,14,14,0,0,542,536,273,265,36,23
1708,St. Louis Cardinals,0,10,3,8/11/16,11,4,0,0,488,446,296,226,39,32
1709,New York Yankees,0,7,4,8/11/16,9,2,1,0,493,482,222,265,34,25
1710,Houston Astros,0,12,5,8/12/16,7,3,1,0,490,517,266,264,29,26
1711,Detroit Tigers,0,7,5,8/12/16,13,8,0,0,543,563,263,286,32,28
1712,Baltimore Orioles,0,10,5,8/12/16,5,2,1,0,523,497,255,273,29,25
1713,Colorado Rockies,3,8,6,8/12/16,11,10,0,0,479,459,249,222,27,28
1714,Seattle Mariners,0,4,3,8/12/16,12,6,0,0,511,484,268,251,33,27
1715,San Diego Padres,0,6,8,8/12/16,8,6,1,0,464,468,260,258,42,22
1716,Tampa Bay Rays,0,4,3,8/12/16,8,6,0,0,470,499,239,251,37,21
1717,Kansas City Royals,0,11,7,8/12/16,5,3,1,0,478,457,175,248,33,19
1718,Cincinnati Reds,1,12,7,8/12/16,6,4,1,0,479,519,243,330,40,20
1719,Chicago White Sox,0,12,4,8/12/16,4,2,1,0,517,500,230,257,34,25
1720,Pittsburgh Pirates,0,7,5,8/12/16,12,1,1,0,460,498,228,251,23,24
1721,Los Angeles Angels of Anaheim,2,8,3,8/12/16,17,13,0,0,548,550,277,279,38,23
1722,Atlanta Braves,0,9,8,8/12/16,9,5,1,0,480,501,205,260,30,25
1723,St. Louis Cardinals,0,6,2,8/12/16,14,13,0,0,498,457,299,230,39,32
1724,Arizona Diamondbacks,2,12,4,8/12/16,11,9,0,0,520,492,249,258,42,29
1725,Atlanta Braves,1,11,6,8/13/16,11,7,0,0,489,510,213,265,30,26
1726,Houston Astros,0,7,2,8/13/16,7,4,0,0,502,524,271,267,29,27
1727,Detroit Tigers,0,14,2,8/13/16,3,0,1,0,550,576,268,294,32,28
1728,Baltimore Orioles,0,5,2,8/13/16,7,6,0,0,533,502,260,275,29,26
1729,Colorado Rockies,0,13,3,8/13/16,6,6,0,0,487,470,255,232,30,28
1730,Seattle Mariners,0,9,4,8/13/16,11,3,1,0,515,496,271,257,33,27
1731,San Diego Padres,3,5,2,8/13/16,7,3,0,0,470,476,268,264,42,23
1732,Tampa Bay Rays,0,6,4,8/13/16,11,8,0,0,474,507,242,257,37,21
1733,Kansas City Royals,0,8,3,8/13/16,12,5,0,0,489,462,182,251,33,20
1734,Cincinnati Reds,0,16,11,8/13/16,14,5,1,0,491,525,250,334,41,21
1735,Chicago White Sox,0,10,8,8/13/16,14,7,1,0,529,504,234,259,34,26
1736,Pittsburgh Pirates,3,10,4,8/13/16,17,8,0,0,467,510,233,252,23,25
1737,Los Angeles Angels of Anaheim,2,1,1,8/13/16,14,5,0,0,556,567,280,292,40,23
1738,St. Louis Cardinals,1,8,8,8/13/16,8,4,1,0,504,471,301,243,39,32
1739,Arizona Diamondbacks,1,5,3,8/13/16,8,6,0,0,532,503,253,267,44,29
1740,Atlanta Braves,2,5,1,8/14/16,9,9,0,0,500,521,219,272,31,26
1741,Houston Astros,2,7,2,8/14/16,11,9,0,0,509,531,273,271,29,27
1742,Detroit Tigers,0,13,7,8/14/16,4,0,1,0,564,579,270,294,32,29
1743,Baltimore Orioles,1,15,8,8/14/16,14,7,1,0,538,509,262,281,29,26
1744,Colorado Rockies,4,12,6,8/14/16,10,7,0,0,500,476,258,238,30,28
1745,Seattle Mariners,0,12,8,8/14/16,9,4,1,0,524,507,275,260,33,28
1746,San Diego Padres,2,4,1,8/14/16,5,5,0,0,475,483,270,267,45,23
1747,Tampa Bay Rays,0,15,12,8/14/16,7,3,1,0,480,518,246,265,37,21
1748,Kansas City Royals,1,16,11,8/14/16,6,4,1,0,497,474,185,256,33,20
1749,Cincinnati Reds,0,7,3,8/14/16,8,7,0,0,507,539,261,339,41,22
1750,Chicago White Sox,0,11,4,8/14/16,9,5,0,0,539,518,242,266,34,27
1751,Pittsburgh Pirates,0,16,11,8/14/16,7,3,1,0,477,527,237,260,26,25
1752,Los Angeles Angels of Anaheim,0,5,4,8/14/16,11,5,0,0,557,581,281,297,42,23
1753,St. Louis Cardinals,0,10,6,8/14/16,8,4,1,0,512,479,309,247,40,33
1754,Arizona Diamondbacks,1,7,2,8/14/16,19,16,0,0,537,511,256,273,45,29
1755,Seattle Mariners,0,9,3,8/15/16,4,2,1,0,536,516,283,264,33,29
1756,Oakland Athletics,1,6,2,8/15/16,10,5,0,0,504,526,241,301,32,24
1757,San Diego Padres,0,3,2,8/15/16,8,8,0,0,479,488,271,272,47,23
1758,Pittsburgh Pirates,1,12,8,8/15/16,12,5,1,0,493,534,248,263,26,26
1759,Toronto Blue Jays,0,3,0,8/15/16,8,1,0,0,451,450,258,213,26,31
1760,Kansas City Royals,1,9,3,8/15/16,6,1,1,0,513,480,196,260,34,21
1761,Washington Nationals,0,10,5,8/15/16,10,4,1,0,507,440,286,198,21,33
1762,Boston Red Sox,0,10,3,8/15/16,6,2,1,0,475,407,247,226,26,26
1763,Miami Marlins,2,9,6,8/15/16,7,3,1,0,599,505,259,263,32,30
1764,New York Mets,2,12,6,8/15/16,16,10,0,0,463,489,205,199,31,28
1765,Oakland Athletics,0,11,4,8/16/16,6,5,0,0,510,536,243,306,33,24
1766,San Diego Padres,0,7,1,8/16/16,16,15,0,0,482,496,273,280,47,23
1767,Pittsburgh Pirates,2,8,4,8/16/16,8,3,1,0,505,546,256,268,27,27
1768,Los Angeles Dodgers,1,13,15,8/16/16,8,5,1,0,498,420,257,244,31,27
1769,Toronto Blue Jays,0,15,12,8/16/16,8,6,1,0,454,458,258,214,26,31
1770,St. Louis Cardinals,1,9,8,8/16/16,9,5,1,0,522,487,315,251,40,34
1771,Kansas City Royals,0,6,6,8/16/16,3,1,1,0,522,486,199,261,35,22
1772,Washington Nationals,0,9,2,8/16/16,9,6,0,0,517,450,291,202,21,34
1773,Chicago White Sox,1,7,1,8/16/16,11,3,0,0,550,527,246,271,34,27
1774,Miami Marlins,0,9,3,8/16/16,8,6,0,0,608,512,265,266,34,31
1775,Milwaukee Brewers,0,6,1,8/16/16,10,4,0,0,447,497,209,269,51,19
1776,Milwaukee Brewers,0,3,0,8/16/16,6,4,0,0,453,507,210,273,51,19
1777,Boston Red Sox,0,7,5,8/16/16,4,3,1,0,485,413,250,228,26,27
1778,Minnesota Twins,0,11,4,8/16/16,6,2,1,0,504,524,273,289,35,22
1779,New York Mets,2,12,7,8/16/16,9,5,1,0,475,505,211,209,33,28
1780,Seattle Mariners,0,10,6,8/16/16,8,7,0,0,545,520,286,266,33,30
1781,Oakland Athletics,1,8,2,8/17/16,11,6,0,0,521,542,247,311,33,24
1782,San Diego Padres,0,5,0,8/17/16,6,2,0,0,489,512,274,295,47,23
1783,Pittsburgh Pirates,0,7,6,8/17/16,10,5,1,0,513,554,260,271,29,28
1784,Los Angeles Dodgers,0,11,7,8/17/16,11,2,1,0,511,428,272,249,32,28
1785,Toronto Blue Jays,0,11,7,8/17/16,9,4,1,0,469,466,270,220,26,32
1786,St. Louis Cardinals,0,12,8,8/17/16,7,2,1,0,531,496,323,256,41,35
1787,Kansas City Royals,2,7,4,8/17/16,6,1,1,0,528,489,205,262,35,23
1788,Washington Nationals,0,13,10,8/17/16,11,12,0,0,526,459,293,208,21,34
1789,Chicago White Sox,0,13,10,8/17/16,13,7,1,0,557,538,247,274,35,27
1790,Miami Marlins,1,6,2,8/17/16,8,3,0,0,617,520,268,272,34,31
1791,Milwaukee Brewers,0,4,1,8/17/16,8,6,0,0,456,513,210,277,51,19
1792,Boston Red Sox,1,13,8,8/17/16,4,1,1,0,492,417,255,231,26,28
1793,Minnesota Twins,0,14,10,8/17/16,8,3,1,0,515,530,277,291,35,23
1794,New York Mets,0,10,5,8/17/16,12,13,0,0,487,514,218,214,35,29
1795,Seattle Mariners,0,10,4,8/17/16,14,3,1,0,555,528,292,273,33,30
1796,New York Mets,0,13,7,8/18/16,17,10,0,0,497,526,223,227,35,29
1797,Arizona Diamondbacks,1,14,8,8/18/16,12,9,0,0,544,530,258,289,46,29
1798,Los Angeles Dodgers,1,7,4,8/18/16,9,5,0,0,522,439,279,251,32,29
1799,Minnesota Twins,1,5,1,8/18/16,7,8,0,0,529,538,287,294,35,24
1800,Boston Red Sox,0,9,3,8/18/16,10,4,0,0,505,421,263,232,27,29
1801,Chicago White Sox,1,6,4,8/18/16,12,5,0,0,570,551,257,281,35,28
1802,Miami Marlins,2,8,4,8/18/16,8,5,0,0,623,528,270,275,35,31
1803,Milwaukee Brewers,0,6,6,8/18/16,14,9,0,0,460,521,211,283,51,19
1804,Houston Astros,0,7,5,8/18/16,18,13,0,0,516,542,275,280,31,27
1805,Washington Nationals,1,6,8,8/18/16,7,2,1,0,539,470,303,220,21,34
1806,Seattle Mariners,1,8,4,8/18/16,10,6,0,0,565,542,296,276,33,31
1807,Toronto Blue Jays,2,5,2,8/19/16,6,3,0,0,480,475,277,224,26,33
1808,Los Angeles Dodgers,0,10,2,8/19/16,12,9,0,0,529,448,283,256,33,29
1809,Oakland Athletics,1,11,9,8/19/16,2,0,1,0,529,553,249,317,34,24
1810,Houston Astros,1,18,15,8/19/16,10,8,1,0,523,560,280,293,31,27
1811,Washington Nationals,2,12,7,8/19/16,7,6,1,0,545,477,311,222,22,35
1812,New York Yankees,0,15,7,8/19/16,6,0,1,0,500,491,226,267,34,26
1813,Texas Rangers,1,11,6,8/19/16,6,2,1,0,549,534,268,276,36,33
1814,New York Mets,2,11,1,8/19/16,15,8,0,0,510,543,230,237,35,29
1815,Milwaukee Brewers,3,11,6,8/19/16,11,7,0,0,466,535,217,292,51,19
1816,Arizona Diamondbacks,0,13,4,8/19/16,11,7,0,0,558,542,266,298,47,29
1817,Miami Marlins,1,16,6,8/19/16,12,5,1,0,631,536,274,280,37,31
1818,St. Louis Cardinals,0,9,4,8/19/16,11,3,1,0,543,503,331,258,41,36
1819,Minnesota Twins,0,7,4,8/19/16,12,5,0,0,534,545,288,302,36,24
1820,Boston Red Sox,1,16,10,8/19/16,4,2,1,0,514,431,266,236,27,29
1821,Chicago Cubs,2,12,6,8/19/16,11,7,0,0,529,404,297,217,36,32
1822,Texas Rangers,0,9,2,8/20/16,12,8,0,0,560,540,274,278,37,34
1823,New York Mets,0,13,9,8/20/16,11,5,1,0,521,558,231,245,37,29
1824,Milwaukee Brewers,1,7,2,8/20/16,12,8,0,0,477,546,223,299,54,19
1825,Arizona Diamondbacks,1,4,2,8/20/16,3,1,1,0,571,553,270,305,47,29
1826,Miami Marlins,0,6,3,8/20/16,4,1,1,0,647,548,280,285,38,32
1827,St. Louis Cardinals,0,9,2,8/20/16,11,4,0,0,552,514,335,261,41,37
1828,Minnesota Twins,0,4,0,8/20/16,17,10,0,0,541,557,292,307,36,24
1829,Boston Red Sox,0,8,3,8/20/16,6,2,1,0,530,435,276,238,28,30
1830,Chicago Cubs,0,15,9,8/20/16,5,2,1,0,541,415,303,224,38,32
1831,Toronto Blue Jays,2,14,6,8/20/16,6,5,1,0,485,481,279,227,28,33
1832,Los Angeles Dodgers,0,3,1,8/20/16,18,11,0,0,539,460,285,265,33,29
1833,Oakland Athletics,0,6,2,8/20/16,10,6,0,0,540,555,258,317,35,25
1834,Houston Astros,0,14,12,8/20/16,7,2,1,0,541,570,295,301,32,28
1835,Washington Nationals,1,17,11,8/20/16,12,9,1,0,557,484,318,228,24,36
1836,New York Yankees,0,8,5,8/20/16,4,1,1,0,515,497,233,267,34,27
1837,Minnesota Twins,1,8,1,8/21/16,4,2,0,0,545,574,292,317,36,24
1838,Texas Rangers,1,7,4,8/21/16,8,8,0,0,569,552,276,286,37,34
1839,New York Mets,0,4,2,8/21/16,3,0,1,0,534,569,240,250,37,30
1840,Milwaukee Brewers,1,10,7,8/21/16,11,6,1,0,484,558,225,307,55,19
1841,Arizona Diamondbacks,0,5,1,8/21/16,11,9,0,0,575,556,272,306,48,30
1842,Miami Marlins,2,6,3,8/21/16,5,2,1,0,653,552,283,286,38,33
1843,St. Louis Cardinals,0,13,9,8/21/16,9,0,1,0,561,525,337,265,41,37
1844,Boston Red Sox,0,7,5,8/21/16,10,10,0,0,538,441,279,240,28,31
1845,Chicago Cubs,4,7,4,8/21/16,14,11,0,0,556,420,312,226,38,33
1846,Toronto Blue Jays,0,7,2,8/21/16,9,3,0,0,499,487,285,232,30,34
1847,Los Angeles Dodgers,0,8,4,8/21/16,9,0,1,0,542,478,286,276,33,29
1848,Oakland Athletics,1,10,2,8/21/16,11,4,0,0,546,565,260,323,35,25
1849,Houston Astros,0,9,5,8/21/16,6,3,1,0,555,577,307,303,32,29
1850,Washington Nationals,5,8,6,8/21/16,9,7,0,0,574,496,329,237,25,37
1851,New York Yankees,0,6,0,8/21/16,8,2,0,0,523,501,238,268,34,28
1852,Boston Red Sox,0,9,6,8/22/16,5,2,1,0,545,451,284,250,28,31
1853,New York Yankees,0,9,5,8/22/16,10,7,0,0,529,509,238,270,34,28
1854,Chicago Cubs,1,11,5,8/22/16,6,1,1,0,563,434,316,237,42,33
1855,Houston Astros,2,5,3,8/22/16,5,1,1,0,564,583,312,306,32,30
1856,Cleveland Indians,1,7,1,8/22/16,4,0,1,0,507,475,258,238,33,32
1857,Colorado Rockies,2,7,2,8/22/16,4,4,0,0,512,486,264,245,34,28
1858,Los Angeles Dodgers,1,21,18,8/22/16,14,9,1,0,550,487,290,276,33,30
1859,Washington Nationals,0,5,3,8/22/16,5,4,0,0,582,505,335,244,30,37
1860,Atlanta Braves,0,12,8,8/22/16,16,9,0,0,505,530,220,281,33,26
1861,Los Angeles Angels of Anaheim,0,8,2,8/23/16,10,7,0,0,562,592,285,302,42,23
1862,Boston Red Sox,0,5,2,8/23/16,6,1,1,0,554,456,290,252,28,32
1863,New York Mets,0,12,7,8/23/16,9,4,1,0,538,572,242,250,37,31
1864,New York Yankees,0,9,5,8/23/16,4,1,1,0,538,519,243,277,34,28
1865,Chicago Cubs,0,10,5,8/23/16,4,3,1,0,574,440,321,238,43,34
1866,Houston Astros,1,6,1,8/23/16,11,7,0,0,569,588,315,307,34,31
1867,Cleveland Indians,1,4,1,8/23/16,13,9,0,0,514,479,259,238,34,33
1868,Detroit Tigers,0,14,8,8/23/16,6,3,1,0,577,583,277,294,32,30
1869,Colorado Rockies,0,11,4,8/23/16,8,6,0,0,519,490,266,249,36,28
1870,Kansas City Royals,0,6,1,8/23/16,7,0,1,0,535,495,209,263,37,24
1871,San Francisco Giants,0,9,5,8/23/16,14,9,0,0,544,482,272,248,43,33
1872,Texas Rangers,0,5,0,8/23/16,6,3,0,0,576,560,280,294,38,34
1873,Philadelphia Phillies,0,5,1,8/23/16,11,9,0,0,547,573,262,308,34,28
1874,Washington Nationals,1,10,1,8/23/16,13,8,0,0,587,510,338,248,30,37
1875,Atlanta Braves,0,12,7,8/23/16,5,4,1,0,517,546,228,290,33,26
1876,Baltimore Orioles,0,12,10,8/24/16,15,8,1,0,553,523,270,288,30,27
1877,Los Angeles Angels of Anaheim,0,17,8,8/24/16,9,2,1,0,570,602,287,309,42,23
1878,Boston Red Sox,1,9,3,8/24/16,12,4,0,0,559,462,292,253,28,33
1879,New York Mets,0,4,1,8/24/16,19,8,0,0,550,581,249,254,37,32
1880,New York Yankees,0,9,5,8/24/16,8,0,1,0,547,523,248,278,34,29
1881,Chicago Cubs,1,10,6,8/24/16,6,3,1,0,584,444,326,241,43,35
1882,Houston Astros,0,7,5,8/24/16,11,4,1,0,575,599,316,314,35,31
1883,Cleveland Indians,1,9,1,8/24/16,10,5,0,0,518,492,260,247,35,33
1884,Detroit Tigers,1,14,9,8/24/16,8,4,1,0,591,589,285,297,32,31
1885,Colorado Rockies,0,6,1,8/24/16,10,7,0,0,530,498,270,255,36,28
1886,Kansas City Royals,0,8,0,8/24/16,7,3,0,0,541,502,210,263,37,25
1887,San Francisco Giants,0,6,0,8/24/16,5,1,0,0,553,496,277,257,43,33
1888,Texas Rangers,1,7,6,8/24/16,4,5,1,0,581,566,280,297,38,34
1889,Philadelphia Phillies,0,10,5,8/24/16,7,3,1,0,552,584,263,317,34,28
1890,Atlanta Braves,0,14,9,8/24/16,18,10,0,0,529,551,235,294,33,27
1891,Baltimore Orioles,0,3,0,8/25/16,10,4,0,0,565,538,280,296,30,28
1892,Los Angeles Angels of Anaheim,1,11,6,8/25/16,7,3,1,0,587,611,295,311,42,24
1893,Cleveland Indians,2,2,0,8/25/16,8,9,0,0,527,502,261,252,36,33
1894,Boston Red Sox,0,7,1,8/25/16,7,2,0,0,568,474,295,257,29,33
1895,New York Mets,1,15,10,8/25/16,11,6,1,0,554,600,250,262,37,32
1896,Detroit Tigers,0,11,8,8/25/16,9,5,1,0,605,597,294,301,33,32
1897,Pittsburgh Pirates,0,7,3,8/25/16,5,2,1,0,520,564,266,276,29,29
1898,Kansas City Royals,3,8,5,8/25/16,8,2,1,0,549,509,210,266,37,25
1899,San Francisco Giants,0,8,4,8/25/16,1,0,1,0,559,501,277,258,43,33
1900,Seattle Mariners,1,8,6,8/25/16,11,7,0,0,573,552,300,282,34,31
1901,Atlanta Braves,1,8,3,8/25/16,2,1,1,0,543,569,244,304,33,27
1902,Pittsburgh Pirates,1,7,5,8/26/16,7,3,1,0,527,569,269,278,29,30
1903,San Diego Padres,2,6,6,8/26/16,13,7,0,0,494,518,274,297,47,23
1904,Chicago Cubs,1,9,6,8/26/16,9,4,1,0,594,450,332,244,44,36
1905,Tampa Bay Rays,1,8,4,8/26/16,6,5,0,0,495,525,258,268,37,22
1906,Los Angeles Angels of Anaheim,0,4,2,8/26/16,9,4,0,0,598,618,301,314,43,25
1907,Seattle Mariners,0,5,3,8/26/16,8,1,1,0,581,563,306,289,35,31
1908,Kansas City Royals,1,9,6,8/26/16,15,3,1,0,557,517,215,268,40,26
1909,Cincinnati Reds,0,12,3,8/26/16,7,4,0,0,514,547,264,346,41,22
1910,Colorado Rockies,3,6,5,8/26/16,10,8,0,0,536,508,271,262,36,28
1911,Minnesota Twins,2,9,8,8/26/16,15,15,0,0,553,578,293,319,37,24
1912,Cleveland Indians,0,17,12,8/26/16,6,1,1,0,529,510,261,261,38,33
1913,Oakland Athletics,0,5,1,8/26/16,6,3,0,0,556,576,262,327,36,25
1914,Atlanta Braves,3,7,0,8/26/16,10,7,0,0,551,571,247,305,34,28
1915,Philadelphia Phillies,0,7,4,8/26/16,11,9,0,0,562,591,268,320,34,29
1916,Baltimore Orioles,3,7,4,8/26/16,18,14,0,0,568,548,280,300,30,28
1917,Colorado Rockies,0,16,9,8/27/16,12,4,1,0,542,518,276,270,39,28
1918,Minnesota Twins,1,11,7,8/27/16,10,8,0,0,562,593,301,334,39,24
1919,Cleveland Indians,1,7,0,8/27/16,10,7,0,0,546,516,273,262,38,34
1920,Oakland Athletics,1,4,3,8/27/16,6,2,1,0,561,582,263,330,36,25
1921,Atlanta Braves,0,7,3,8/27/16,5,1,1,0,558,581,247,312,37,28
1922,Philadelphia Phillies,0,3,1,8/27/16,13,12,0,0,569,602,272,329,34,29
1923,Baltimore Orioles,0,12,5,8/27/16,18,13,0,0,575,566,284,314,33,28
1924,Pittsburgh Pirates,0,12,9,8/27/16,11,6,1,0,534,576,274,281,30,31
1925,San Diego Padres,0,7,1,8/27/16,9,0,1,0,500,531,280,304,49,23
1926,Chicago Cubs,0,8,2,8/27/16,6,3,0,0,603,459,338,248,45,37
1927,Tampa Bay Rays,1,9,2,8/27/16,12,6,0,0,503,531,262,273,38,22
1928,Los Angeles Angels of Anaheim,0,8,3,8/27/16,8,2,1,0,602,627,303,318,43,25
1929,Seattle Mariners,0,7,3,8/27/16,15,9,0,0,586,571,309,290,35,32
1930,Kansas City Royals,1,6,3,8/27/16,12,8,0,0,566,532,221,271,41,27
1931,Cincinnati Reds,0,16,13,8/27/16,4,0,1,0,526,554,267,350,41,22
1932,Baltimore Orioles,0,10,5,8/28/16,8,0,1,0,587,584,289,327,33,28
1933,Colorado Rockies,1,10,5,8/28/16,6,3,1,0,558,530,285,274,39,29
1934,Minnesota Twins,1,10,6,8/28/16,13,9,0,0,573,603,308,342,40,24
1935,Cleveland Indians,1,6,1,8/28/16,5,2,0,0,553,526,273,269,39,34
1936,Oakland Athletics,0,9,7,8/28/16,8,4,1,0,565,588,266,332,37,26
1937,Atlanta Braves,0,6,4,8/28/16,18,13,0,0,565,586,250,313,37,29
1938,Philadelphia Phillies,1,8,5,8/28/16,7,1,1,0,572,615,273,341,34,29
1939,Pittsburgh Pirates,0,7,3,8/28/16,5,1,1,0,546,587,283,287,30,32
1940,San Diego Padres,0,8,3,8/28/16,6,1,1,0,507,540,281,304,49,24
1941,Chicago Cubs,2,4,0,8/28/16,4,1,0,0,611,465,340,251,45,37
1942,Tampa Bay Rays,1,15,10,8/28/16,7,4,1,0,512,543,264,279,39,22
1943,Los Angeles Angels of Anaheim,0,11,5,8/28/16,4,0,1,0,610,635,306,320,43,26
1944,Seattle Mariners,0,7,1,8/28/16,5,4,0,0,593,586,312,299,35,32
1945,Kansas City Royals,1,10,10,8/28/16,9,4,1,0,572,544,224,279,42,27
1946,Cincinnati Reds,1,5,2,8/28/16,18,11,0,0,542,558,280,350,41,23
1947,Seattle Mariners,1,7,3,8/29/16,8,6,0,0,600,591,313,303,35,32
1948,Washington Nationals,0,9,4,8/29/16,4,0,1,0,597,523,339,256,31,37
1949,Miami Marlins,0,5,1,8/29/16,7,2,0,0,659,557,286,288,40,34
1950,St. Louis Cardinals,1,11,6,8/29/16,8,5,1,0,574,534,346,265,41,38
1951,New York Yankees,0,9,5,8/29/16,11,8,0,0,556,531,253,278,34,30
1952,Oakland Athletics,2,4,0,8/29/16,8,6,0,0,574,596,273,336,37,27
1953,Chicago White Sox,1,9,3,8/29/16,7,4,0,0,576,563,261,286,36,28
1954,Los Angeles Dodgers,0,5,1,8/29/16,12,8,0,0,571,501,308,285,34,31
1955,Minnesota Twins,1,9,0,8/29/16,8,1,0,0,583,616,314,351,41,24
